cns,nome,municipio,uf,email,telefone,endereco,bairro,cep,status,natureza
028365,REGISTRO DE IMÓVEIS E TABELIONATO 1º DE NOTAS ( COM ATRIBUIÇÃO DE PROTESTO DE TÍTULOS),Goianira,GO,administrativo@cartoriogoianira.com.br,6235161162,Avenida Goianira,Vila Klérea,75363217,Ativo,Registro de Imóveis | Notas | Protesto de Títulos
029389,Tabelionato 1º de Notas e Registro Geral de Imóveis,Goiás,GO,atendimento@rigoias.com.br,6233711128,Rua Professor Alcides Jubé,Centro,76600000,Ativo,Notas | Registro de Imóveis
028324,1º SERVIÇO NOTARIAL E REGISTRAL,Goiatuba,GO,cartoriogtba@gmail.com,6434955017,Avenida Amazonas,Centro,75600112,Ativo,Registro de Imóveis | Notas
006627,SERVENTIA EXTRAJUDICIAL DO OFÍCIO ÚNICO DE ANAGÉ/BA,Goiatuba,GO,cartoriorcpnanage@gmail.com,77999082267,"Rua João Paulo II, 92",Centro,75600000,Ativo,Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
029223,"SERVIÇOS DE NOTAS, PROTESTO DE TITULOS,REGISTRO DE IMOVEIS, REGISTRO DE TITULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURIDICAS CIVIL DAS PESSOAS NATURAIS E INTERDICOES E TUTELAS",Gouvelândia,GO,cartoriogouvelandia.go@gmail.com,6436531142,Avenida Antônia Acássia da Conceição,CENTRO,75865000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos
028779,"Registro de Pessoas Jurídicas, Títulos, Documentos, Registro de Imóveis, Tabelionato 2º de Notas e Escrivânia 2º do Cível",Guapó,GO,cartorioguapo2@hotmail.com,6235521110,Rua Rodolfo Tavares nº 441,Centro,75350000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos
028472,"REGISTRO DE IMOVEIS, PESSOAS JURIDICAS, TITULOS, DOCUMENTOS, PROTESTOS E TABELIONATO DE NOTAS",Guaraíta,GO,cartoriogm@hotmail.com,6233383120,"RUA VILMAR DE ALMEIDA COELHO, QD. 24, LT. 8-B, S/N",SETOR CENTRAL,76690000,Inativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Protesto de Títulos | Registro de Imóveis
028142,"CARTÓRIO DO REGISTRO DE IMÓVEIS, PESSOAS JURÍDICAS, TÍTULOS, DOCUMENTOS, PROTESTOS, TABELIONATO DE NOTAS, REGISTRO CIVIL DAS PESSOAS NATURAIS, DE INTERDIÇÕES E TUTELAS",Guaraíta,GO,cartoriogm@hotmail.com,62985636573,"RUA VILMAR DE ALMEIDA COELHO, N° 300",SETOR CENTRAL,76690000,Ativo,Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
028464,"Registro de Imóveis, Pessoas Jurídicas, Títulos, Documentos, Protestos e Tabelionato de Notas",Guarani de Goiás,GO,cart1guaranigo@gmail.com,6234491218,"R Aquilino Correia e Silva, s/nº Qd 10 Lt 09-B",Centro,73910000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro de Contratos Marítimos | Registro Civil das Pessoas Naturais
147405,"Tabelionato de Notas, Protesto, Registro de Imóveis, Contratos Marítimos, Títulos e Documentos, Civil de Pessoas Jurídicas e Civil das Pessoas Naturais Int. Tut.",Guarinos,GO,cartorioguarinos@gmail.com,6298436633,Rua Bernadino Moreira,Setor Central,76374000,Ativo,Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
028563,"Registro de Imóveis, Tit. Doc. Prot. Pes. Jur. e Tabelionato de Notas.",Heitoraí,GO,cartorioheitorai@gmail.com,62985333520,Rua Jorge Gama esquina com Rua Ary Teodoro de Souza,Centro,76670000,Ativo,Registro de Imóveis | Notas | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos
028308,REGISTRO DE IMOVEIS E TABELIONATO 1° DE NOTAS (Com Atribuição de Protesto),Hidrolândia,GO,financeiro@cartoriodomingues.com.br,6235531816,Rua Dirceu Mendonça,Vila Grimpas,75340218,Ativo,Notas | Registro de Imóveis | Protesto de Títulos
028498,"Serviços de Notas de Protestos de Títulos, Tabelionato e Registro de Contratos Marítimos, de Registro de Imóveis, de Registro de Títulos e Documentos, Civil das Pessoas",Hidrolina,GO,cartoriohidrolina@hotmail.com,6233496283,Rua Jose de Godoy,CENTRO,76375000,Ativo,Registro Civil das Pessoas Naturais | Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
029348,IACIARA CARTORIOS,Iaciara,GO,iaciaracartorios@gmail.com,62996621298,"RUA 04, QUADRA 24 LOTE 04-D",centro,73920000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
029074,"serviços de notas, de protestos de títulos, registro de imóveis, de títulos e documentos, civil das pessoas jurídicas e civil das pessoas naturais e de interdições e tutelas",Inaciolândia,GO,cartorioinaciolandiagoias@gmail.com,6434351030,AVENIDA MEIA PONTE,CENTRO,75550000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos
028506,Registro de Imóveis e Tabelionato,Indiara,GO,imoveisindiara@gmail.com,64996448885,"Avenida José Aldemar Ferreira, nº 301",Vila Indiara,75955000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis
029397,TABELIONATO 1º DE NOTAS E REGISTRO GERAL DE IMÓVEIS,Inhumas,GO,cartorio.carmo@hotmail.com,62035141596,"RUA DOUTOR JOSÉ DE ARIMATHÉA E SILVA, QUADRA 26, LOTE 10",CENTRO,75400567,Ativo,Notas | Registro de Imóveis
027789,CARTORIO DO 1º OFICIO E REGISTRO DE IMOVEIS DE IPAMERI/GO,Ipameri,GO,cartoriooficiodeimoveis@gmail.com,6434915359,AVENIDA PANDIÁ CALÓGERAS N. 120,CENTRO,75780000,Ativo,Registro de Imóveis | Notas
027052,"Cartorio do Registro Civil das Pessoas Naturais e Civil das Pessoas Jurídicas e de Interdição e Tutelas, Registro de Imóveis, Registro de Títulos e Documentos, Tabelionato de Notas e Protesto de Títul",Ipiranga de Goiás,GO,julianaleilasantana@hotmail.com,6233426215,Rua 04 Qd 06 Lt 10A,Setor Independência,76304000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas
028381,REGISTRO DE IMÓVEIS E TABELIONATO 1º DE NOTAS DE IPORÁ - GO,Iporá,GO,cartorio1ipora@yahoo.com.br,6436741410,"Av. Minas Gerais, nº 11, esq. Av. Otto Pe e",Setor Iporazinho,76201044,Ativo,Registro de Imóveis | Notas | Registro de Contratos Marítimos
026146,CARTORIO DE REGISTRO DE IMÓVEIS E ANEXOS,Israelândia,GO,,6436781101,"RUA MELQUIADES ANTONIO CLAUDIO, 17",CENTRO,76205000,Inativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos
146241,"Tabelionato de Notas, de Protesto de Títulos, Tabelionato e Oficialato de Registro de Contratos Marítimos, de Registro de Imóveis, de Registro de Títulos e Documentos, Civil das Pessoas Jurídicas, Ci",Israelândia,GO,criisraelandia@yahoo.com.br,6436781101,"Rua Melquíades Antônio Cláudio, nº 17, Centro",CENTRO,76205000,Inativo,Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
158261,"Registro de Imóveis, de Registro de Títulos e Documentos, Civil das Pessoas Jurídicas, Civil das Pessoas Naturais e de Interdições e Tutelas",Israelândia,GO,cartorioisraelandia@hotmail.com,6499206077,"Rua Melquiades Antônio Cláudio, Quadra L, Lt. 17",Centro,76215000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
028274,REGISTRO GERAL DE IMÓVEIS,Itaberaí,GO,riitaberai@gmail.com,6231427031,Avenida Derval de Castro,Vila Leonor,76630000,Ativo,Notas | Registro de Imóveis
027599,"CARTÓRIO REGISTRO DE IMOVEIS, NOTAS E REGISTRO CIVIL DAS PESSOAS NATURAIS",Itaguari,GO,cartoriodeitaguarigo@gmail.com,62992744801,RUA 10,CENTRO,76650000,Ativo,Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
028530,"Registro de Imóveis, Registros de Títulos e Documentos, Civil das Pessoas Jurídicas, Civil das Pessoas Naturais e de Interdições e Tutelas",Itaguaru,GO,cartorioderegistrosdeitaguaru@gmail.com,62991892881,Avenida Antônio Lourenço de Sá,CENTRO,76660000,Ativo,Registro Civil das Pessoas Naturais | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
027995,"CARTÓRIO DE REGISTRO DE IMÓVEIS, DE REGISTRO DE TÍTULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURÍDICAS, CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",Itajá,GO,cinaramelo1@yahoo.com.br,64996269480,"RUA JOÃO BATISTA FERREIRA, 941",JARDIM PLANALTO,75815000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
024836,1º Tabelionato de Notas e Registro de Imóveis,Itapaci,GO,tabelionatocarneiro@hotmail.com,6233611286,rua Olívio da Costa Agra quadra 18 lote 01-A,Centro,76360000,Ativo,Notas | Registro de Imóveis
029355,"Registro de Imóveis, Títulos e Documentos, Civil das Pessoas Jurídicas, Civil das Pessoas Naturais e de Interdições e Tutelas",Itapirapuã,GO,cartorioregistrositapirapua@gmail.com,62982336278,Avenida João Mariano Costa,Centro,76290000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
028738,"REGISTRO DE PESSOAS JURÍDICAS, TÍTULOS, DOCUMENTOS E PROTESTOS, TABELIONATO 2° DE NOTAS, REGISTRO DE IMÓVEIS, REGISTRO CIVIL DE PESSOAS NATURAIS, INTERDIÇÕES E TUTELAS",Itapuranga,GO,REGISTRO-IMOVEIS-ITAPURANGA@HOTMAIL.COM,6233551571,"Rua 46 esquina com a Avenida Anhanguera, Lote 14, Quadra 10, Edifício Francisco Holanda, Sala 01",Centro,76680076,Ativo,Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
027813,"ITARUMÃ CARTÓRIO DO 1º OFÍCIO, REGISTRO GERAL DE IMÓVEIS E ANEXOS",Itarumã,GO,tab.benevides@gmail.com,6436591134,AV. 7 DE SETEMBRO,CENTRO,75810000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro de Contratos Marítimos
028514,CARTÓRIO DE REGISTROS DE ITAUÇU,Itauçu,GO,registrositaucu@gmail.com,62992254415,"AV CRUZEIRO DO SUL, QD 47 LT. 02 SALA 03 n. 35",Centro,75450000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Registro de Imóveis
027847,REGISTRO DE IMÓVEIS - 1ª CIRCUNSCRIÇÃO,Itumbiara,GO,cartorio@cri1itumbiara.com,6434317857,RUA DR. VALDIVINO VAZ,CENTRO,75503040,Ativo,Registro de Imóveis
026047,CARTÓRIO DE REGISTRO DE IMÓVEIS DA 2ª CIRCUNSCRIÇÃO DA COMARCA DE ITUMBIARA-GO,Itumbiara,GO,paulaxaviercertidao@gmail.com,6434312627,RUA SANTA RITA N78,CENTRO,75503290,Ativo,Registro de Imóveis
028993,"SERVIÇO DE REGISTRO DE IMÓVEIS, REGISTRO DE TÍTULOS E DOCUMENTOS, REGISTRO CIVIL DAS PESSOAS JURÍDICAS, REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS.",Ivolândia,GO,cartoriori.ivolandia@gmail.com,64984550898,"RUA RENATO COELHO, Q. 35, L. 05, S/N",CENTRO,76130000,Ativo,Registro Civil das Pessoas Naturais | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
026583,"REGISTRO DE IMÓVEIS, REGISTRO DE TITULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURIDICAS",Jandaia,GO,crjandaia@gmail.com,6435631110,AVENIDA DONA GERCINA BORGES TEIXEIRA,CENTRO,75950000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro de Imóveis
026476,"CARTÓRIO DE REGISTRO DE IMÓVEIS, PROTESTOS, TITULOS E DOCUMENTOS",Jaraguá,GO,cartoriori@hotmail.com,6233263922,AVENIDA TUBERTINO RIOS QUADRA 38 LOTE 03,CENTRO,76330000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
029033,"SERVIÇO REGISTRAL DE IMÓVEIS, TÍTULOS E DOCUMENTOS, PESSOAS JURÍDICAS E PROTESTO",Jataí,GO,atendimento@rijatai.com.br,6435130332,"RUA PRESIDENTE TANCREDO NEVES, Nº 100, LUC 02-04",EPAMINONDAS II,75805123,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
027656,"Tabelionato de Notas, de Protesto de Títulos, Tabelionato e Oficialato de Registro de Contratos Marítimos, de Registro de Imóveis,de Registros de Títulos e Documentos, Civil da Pessoas Jurídicas",Jaupaci,GO,cartoriounicojaupaci@gmail.com,64984430581,Rua Guarda Mor,Centro,76210000,Ativo,Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
157057,Tabelionato de Notas e anexos de Jesúpolis/GO,Jesúpolis,GO,cartoriojesupolis@gmail.com,62995505444,"Rua São Salvador, Qd. 05, Lt. 01, s/nº, Centro",centro,75495000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos
149054,CARTÓRIO KAISON NEVES,Joviânia,GO,critdjoviania@gmail.com,64984791785,"AVENIDA DÃO BARBOSA, QD.38, LT.06, Nº 1718",VILA CUSTÓDIO,75610000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
026302,REGISTRO DE IMOVEIS E 1° TABELIONATO DE NOTAS DE JUSSARA,Jussara,GO,cartorio1oficiojussara@hotmail.com,6233731508,AVENIDA JOSÉ BONIFÁCIO Nº 162-B,CENTRO,76270000,Ativo,Notas | Registro de Imóveis
147561,"Tabelionato de Notas, Protesto, Registro de Imóveis, Contratos Marítimos, Títulos e Documentos, Civil de Pessoas Jurídicas e Civil das Pessoas Naturais Int. Tut. de Lagoa Santa",Lagoa Santa,GO,cartoriolagoasanta1@hotmail.com,64999005624,Rua Horacio Amaro dos Ramos,Centro,75819000,Ativo,Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
027888,CARTÓRIO NUNES DA COSTA,Leopoldo de Bulhões,GO,CARTORIO2CIVEL@HOTMAIL.COM,6233371391,"RUA AMERICANO DO BRASIL, Nº 225,",CENTRO,75190000,Ativo,Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais
028282,Registro de Imóveis da 1ª Circunscrição,Luziânia,GO,contato@ri1luziania.com.br,6136213800,"Avenida Marginal B, quadra 18, lote 1A",Vila Juracy,72814091,Ativo,Registro de Imóveis
147660,Cartório de Registro de Imóveis da 2ª Circunscrição de Luziânia,Luziânia,GO,contato@cri2luziania.com.br,6137739000,Av Marginal B - N. 410,Vila Juracy,72814100,Ativo,Registro de Imóveis
026641,CARTÓRIO DE MAIRIPOTABA,Mairipotaba,GO,cartoriomairi@hotmail.com,64993440862,Rua Getúlio Vargas,Centro,75630000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis
026823,"Tabelionato de Notas, Protestos de Títulos, Registro de Imóveis, Registro de Títulos e Documentos, Civil das Pessoas Jurídicas e Civil das Pessoas Naturais e de Interdições e Tutelas",Mambaí,GO,cartoriombi@hotmail.com,62999526459,Avenida Brasil Central,CENTRO,73970000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos
026518,"2º Tabelionato de Notas, Registro de Pessoas Jurídicas, Títulos, Documentos, Protestos, Registro de Imóveis e do Registro Civil",Mara Rosa,GO,tabelionatononato@gmail.com,62981881937,"Avenida Presidente Vargas, esquina com Rua Parana,",Centro,76490000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro Civil das Pessoas Naturais
025106,Cartório do 1º Ofício de Notas e Anexos,Marzagão,GO,cartorio.oficio@hotmail.com,64993371538,Avenida Be ardo Sayão,Centro,75670000,Ativo,Protesto de Títulos | Registro de Imóveis | Notas | Registro de Contratos Marítimos | Registro Civil das Pessoas Naturais | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
147587,"TABELIONATO DE NOTAS, PROTESTO DE TÍTULOS E CONTRATOS MARÍTIMOS E REGISTRO DE IMÓVEIS E ANEXOS DE MATRINCHÃ",Matrinchã,GO,cartoriomatrincha1@gmail.com,62981902101,Avenida João Artiaga,Centro,76730000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis
029413,"REGISTRO DE IMOVEIS, REGISTRO DE TITULOS DOCUMENTOS, CIVIL DAS PESSOAS JURIDICAS E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",Maurilândia,GO,crimaurilandia@hotmail.com,6436471310,AVENIDA JK Nº515,CENTRO,75930000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
026369,"Tabelionato de Notas, Protestos de Títulos, Registro de Imóveis, Registro de Títulos e Documentos, Civil das Pessoas Jurídicas e Civil das Pessoas Naturais",Mimoso de Goiás,GO,cartoriomimoso@hotmail.com,61996927208,AVENIDA A QUADRA 20 LOTE 06,CENTRO,73730000,Ativo,Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
025114,Registro de Imóveis e Tabelionato 1º de Notas - Cartório 1º Ofício,Minaçu,GO,contato@cartoriominacu.com.br,6233792379,Rua 8,Centro,76450000,Ativo,Notas | Registro de Imóveis
024752,1º Tabelionato de Notas e Registro de Imóveis,Mineiros,GO,atendimento@tnri.com.br,6436611027,"Rua 7, nº 121",Centro,75830068,Ativo,Notas | Registro de Imóveis
028936,"Serviço de Tab. de Notas, Prot. de Títulos, Tab. e Reg. de Contratos Marítimos, Reg. de Imóveis, Reg. Títulos e Doc. e Civil das Pessoas Jurídicas",Moiporá,GO,moiporatabelionato@gmail.com,64981006621,"Rua 21 de Abril, Qd. 01, Lt. 05",Centro,76135000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro de Contratos Marítimos
026740,"SERVIÇOS DE PROTESTOS DE TÍTULOS TABELIONATO OFICIALATO DE REGISTRO DE CONTRATOS MARÍTIMOS, REGISTRO DE IMÓVEIS, REGISTRO DE TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS",Monte Alegre de Goiás,GO,cartoriomontello@gmail.com,6234571290,Avenida Bom Jesus,Centro,73830000,Inativo,Registro de Imóveis | Protesto de Títulos | Notas | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
025684,Cartório Monte Alegre,Monte Alegre de Goiás,GO,cartoriomontealegre.go@gmail.com,62992036629,Avenida Ademar Ferreira Lopes,Centro,73830000,Ativo,Registro Civil das Pessoas Naturais | Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
026419,CARTORIO NEEMIAS LINO DE OLIVEIRA,Montes Claros de Goiás,GO,cartorio.montes@uol.com.br,62999688836,Avenida Brasília,Centro,76255000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro Civil das Pessoas Naturais | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
026484,REGISTRO DE IMÓVEIS E ANEXOS DE MONTIVIDIU/GO,Montividiu,GO,contato.cartoriomtv@gmail.com,6436291303,Avenida Jeronimo Honorio Leão,Vila Santa Luzia,75915000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
028910,"Serviço de Notas, Prot. de Tít. Doc, Tab. de Notas, Reg. de Contratos Maritimos, Reg. de Imóveis, Reg. de Títulos e Doc, Reg. Civil das Pess. Jur. e Civil das Pess. Nat. e de Inter. e Tutela",Montividiu do Norte,GO,servicotabelionato@hotmail.com,6233846301,Rua Augusto Amorim,Centro,76465220,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis
026187,CARTORIO DO 1º OFICIO DE NOTAS E REGISTRO DE IMOVEIS DA COMARCA DE MORRINHOS/GO,Morrinhos,GO,contato@cartoriomorrinhos.com.br,6434133341,"RUA MAESTRO VICENTE JOSÉ VIEIRA, Nº 706, LOJA 01",CENTRO,75650082,Ativo,Notas | Registro de Imóveis
028449,"Tabelionato de Notas, de Protesto de Títulos, Tabelionato e Oficialato de Registro de Contratos Marítimos, de Registro de Imóveis, de Registro de Títulos e Documentos, Civil das Pessoas Jurídicas, Civil das Pessoas Naturais e de Interdições e Tutelas",Morro Agudo de Goiás,GO,jbocartorio@gmail.com,62993380879,"Rua Violeta, Quadra 14, Lote 5",Setor Central,76355000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Contratos Marítimos | Registro Civil das Pessoas Naturais
026534,CARTORIO DE REGISTROS DE MOSSÂMEDES,Mossâmedes,GO,serventiaderegistrosmds@gmail.com,64981046098,Rua Emiliano Pinheiro Lemos,Centro,76150000,Ativo,Registro Civil das Pessoas Naturais | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro de Imóveis
026088,CARTÓRIO ROBERTO PEREIRA MAIA,Mozarlândia,GO,cartoriomaiamozarlandia@gmail.com,6233486197,"Avenida Presidente Getúlio Vargas, n. 17, Shopping Centro Oeste, primeiro piso, sala 20",Setor Santa Mônica,76700000,Inativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
028076,CARTORIO ROBERTO PEREIRA MAIA,Mozarlândia,GO,cartoriomaiamozarlandia@gmail.com,06233486197,Avenida Presidente Getúlio Vargas,Setor Santa Mônica,76700035,Ativo,Registro Civil das Pessoas Naturais | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
026393,Cartório Mundo Novo-GO,Mundo Novo,GO,cartoriomundonovo.go@gmail.com,62994676210,Rua São Miguel,Vila São José,76530000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos
028860,CARTÓRIO DO OFÍCIO ÚNICO DE MUTUNÓPOLIS-GO,Mutunópolis,GO,cartoriomutunopolisgo@gmail.com,62992092290,RUA PLANALTINA,CENTRO,76540000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos
028720,"Registro de Imóveis, Registro de Títulos e Documentos, Civil das Pessoas Jurídicas, Civil das Pessoas Naturais e de Interdições e Tutelas",Nazário,GO,cartorio.nazario@gmail.com,64999641867,"Rua 06, Qd. 07, Lote 35",Centro,76180000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro de Imóveis | Registro Civil das Pessoas Naturais
024828,1º Tabelionato de Notas e Registro de Imóveis,Nerópolis,GO,reg.tab.neropolis@gmail.com,6235131393,Rua Lindolfo Joaquim de Oliveira,Centro,75460028,Ativo,Notas | Registro de Imóveis
026260,CARTORIO DE REGISTRO DE IMOVEIS E TABELIONATO 1º DE NOTAS,Niquelândia,GO,criniquelandia@hotmail.com,6233541250,RUA GOIÁS Nº. 26,VILA MARIA,76420000,Ativo,Notas | Registro de Imóveis
028456,"Tabelionato de Notas, de Protesto de Títulos, Tabelionato e Oficialato de Registro de Contratos Marítimos, de Registro de Imóveis, de Registro de Títulos e Documentos, Civil das Pessoas Jurídicas, Civil das Pessoas Naturais e de Interdições e Tutelas",Nova América,GO,cartoriona@gmail.com,62985043064,"Av Perimetral, esquina com Av Delfino, qd 41, lt 14A",Vila Alves de Paula,76345050,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro de Distribuição
026682,"CARTÓRIO DE SERVIÇOS DE REGISTRO DE IMÓVEIS, DE REG. DE TÍTULOS E DOCUMENTO CIVIL DAS PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",Nova Aurora,GO,cartoriodenovaaurora@gmail.com,64999371905,RUA XV DE NOVEMBRO,CENTRO,75750000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Contratos Marítimos
026716,Cartório Estevam,Nova Crixás,GO,atendimento@cartorioestevam.com.br,6233853623,Av. Tancredo Neves,Setor Rodoviário,76520000,Ativo,Registro Civil das Pessoas Naturais | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
